language,vulnerability_type,vulnerable_code,fixed_code
C#,Privilege Escalation,"if(Request.QueryString[""adminDashboard""] == ""true"") { ShowAdminDashboard(); }","if(Session[""user""] != null && ((User)Session[""user""]).IsAdmin) { ShowAdminDashboard(); } else { throw new UnauthorizedAccessException(); }"
C#,Privilege Escalation,"UpdateSystemSettings(Request.Form[""settingsData""]); ","if(Session[""user""] != null && ((User)Session[""user""]).HasPrivilege(""UPDATE_SETTINGS"")) { UpdateSystemSettings(Request.Form[""settingsData""]); } else { throw new UnauthorizedAccessException(); }"
C#,Privilege Escalation,"ProcessTransaction(Request.Form[""transactionId""]); ","if(Session[""user""] != null && ((User)Session[""user""]).HasPrivilege(""PROCESS_TRANSACTION"")) { ProcessTransaction(Request.Form[""transactionId""]); } else { throw new UnauthorizedAccessException(); }"
C#,Privilege Escalation,"if(Request.Params[""accessHR""] == ""true"") { AccessHRData(); }","if(Session[""user""] != null && ((User)Session[""user""]).IsHR) { AccessHRData(); } else { throw new UnauthorizedAccessException(); }"
C#,Privilege Escalation,UpdateUserProfile();,"if(Session[""user""] != null && ((User)Session[""user""]).CanUpdateProfile) { UpdateUserProfile(); } else { throw new UnauthorizedAccessException(); }"
C#,Privilege Escalation,"if(Request.QueryString[""setPrivilege""] == ""all"") { SetAllPrivileges(); }","if(Session[""user""] != null && ((User)Session[""user""]).IsSuperAdmin) { SetAllPrivileges(); } else { throw new UnauthorizedAccessException(); }"
C#,Privilege Escalation,"if(Request.Params[""promote""] == ""true"") { PromoteUser(Request.Params[""userId""]); }","if(Session[""user""] != null && ((User)Session[""user""]).IsAdmin) { if(Request.Params[""promote""] == ""true"") { PromoteUser(Request.Params[""userId""]); } } else { throw new UnauthorizedAccessException(); }"
Java,Server-Side Request Forgery (SSRF),"String url = request.getParameter(""url"");\nInputStream response = new URL(""http://"" + url).openStream();","String url = request.getParameter(""url"");\nif(url != null && url.startsWith(""https://api.trusted.com/"")) {\n    InputStream response = new URL(url).openStream();\n} else {\n    throw new IllegalArgumentException(""Invalid URL"");\n}"
Java,Server-Side Request Forgery (SSRF),"String ip = request.getParameter(""ip"");\nHttpURLConnection conn = (HttpURLConnection) new URL(""http://ping "" + ip).openConnection();","String ip = request.getParameter(""ip"");\nif(ip != null && ip.matches(""^(?:[0-9]{1,3}\\.){3}[0-9]{1,3}$"")) {\n    HttpURLConnection conn = (HttpURLConnection) new URL(""http://ping -c 4 "" + ip).openConnection();\n} else {\n    throw new IllegalArgumentException(""Invalid IP address"");\n}"
Java,Server-Side Request Forgery (SSRF),"String dir = request.getParameter(""dir"");\nRuntime.getRuntime().exec(""ls "" + dir);","String dir = request.getParameter(""dir"");\nif(dir != null && dir.matches(""^[a-zA-Z0-9_/.-]+$"")) {\n    Runtime.getRuntime().exec(new String[]{""ls"", dir});\n} else {\n    throw new IllegalArgumentException(""Invalid directory input"");\n}"
Java,Server-Side Request Forgery (SSRF),"String urlParam = request.getParameter(""url"");\nHttpGet get = new HttpGet(urlParam);\nHttpResponse response = HttpClientBuilder.create().build().execute(get);","String urlParam = request.getParameter(""url"");\nif(urlParam != null && urlParam.matches(""^https://trusted\\.example\\.com/.*$"")) {\n    HttpGet get = new HttpGet(urlParam);\n    HttpResponse response = HttpClientBuilder.create().build().execute(get);\n} else {\n    throw new IllegalArgumentException(""URL not allowed"");\n}"
Java,Server-Side Request Forgery (SSRF),"RestTemplate restTemplate = new RestTemplate();\nString result = restTemplate.getForObject(request.getParameter(""url""), String.class);","RestTemplate restTemplate = new RestTemplate();\nString url = request.getParameter(""url"");\nif(url != null && url.startsWith(""https://api.trusted.com/"")) {\n    String result = restTemplate.getForObject(url, String.class);\n} else {\n    throw new IllegalArgumentException(""URL not allowed"");\n}"
Java,Server-Side Request Forgery (SSRF),"String downloadUrl = request.getParameter(""downloadUrl"");\nFileUtils.copyURLToFile(new URL(downloadUrl), new File(""/tmp/file""));","String downloadUrl = request.getParameter(""downloadUrl"");\nif(downloadUrl != null && downloadUrl.startsWith(""https://downloads.trusted.com/"")) {\n    FileUtils.copyURLToFile(new URL(downloadUrl), new File(""/tmp/file""));\n} else {\n    throw new IllegalArgumentException(""Download URL not allowed"");\n}"
Java,Server-Side Request Forgery (SSRF),"String url = request.getParameter(""url"");\nURLConnection conn = new URL(url).openConnection();\nInputStream in = conn.getInputStream();","String url = request.getParameter(""url"");\nif(url != null && url.startsWith(""https://api.trusted.com/"")) {\n    URLConnection conn = new URL(url).openConnection();\n    InputStream in = conn.getInputStream();\n} else {\n    throw new IllegalArgumentException(""URL not allowed"");\n}"
Java,Server-Side Request Forgery (SSRF),"try {\n    String url = request.getParameter(""url"");\n    InputStream stream = new URL(url).openStream();\n} catch(Exception e) { }","try {\n    String url = request.getParameter(""url"");\n    if(url != null && url.startsWith(""https://api.trusted.com/"")) {\n         InputStream stream = new URL(url).openStream();\n    } else {\n         throw new IllegalArgumentException(""URL not allowed"");\n    }\n} catch(Exception e) {\n    logger.error(e.getMessage());\n    throw e;\n}"
Java,Server-Side Request Forgery (SSRF),"String fullUrl = ""http://"" + request.getParameter(""host"");\nInputStream in = new URL(fullUrl).openStream();","String host = request.getParameter(""host"");\nif(host != null && host.matches(""^[a-zA-Z0-9.]+$"") && host.endsWith(""trusted.com"")) {\n    String fullUrl = ""http://"" + host;\n    InputStream in = new URL(fullUrl).openStream();\n} else {\n    throw new IllegalArgumentException(""Invalid host"");\n}"
Java,Server-Side Request Forgery (SSRF),"URL target = new URL(request.getParameter(""url""));\nInputStream response = target.openStream();","String url = request.getParameter(""url"");\nif(url != null && url.startsWith(""https://secure.example.com/"")) {\n    URL target = new URL(url);\n    InputStream response = target.openStream();\n} else {\n    throw new IllegalArgumentException(""URL not allowed"");\n}"
Java,Server-Side Request Forgery (SSRF),"HttpURLConnection conn = (HttpURLConnection) new URL(request.getParameter(""endpoint"")).openConnection();","String endpoint = request.getParameter(""endpoint"");\nif(endpoint != null && endpoint.startsWith(""https://api.secure.com/"")) {\n    HttpURLConnection conn = (HttpURLConnection) new URL(endpoint).openConnection();\n} else {\n    throw new IllegalArgumentException(""Invalid endpoint"");\n}"
Java,Server-Side Request Forgery (SSRF),"OkHttpClient client = new OkHttpClient();\nString url = request.getParameter(""url"");\nRequest req = new Request.Builder().url(url).build();\nResponse response = client.newCall(req).execute();","OkHttpClient client = new OkHttpClient();\nString url = request.getParameter(""url"");\nif(url != null && url.startsWith(""https://api.trusted.com/"")) {\n    Request req = new Request.Builder().url(url).build();\n    Response response = client.newCall(req).execute();\n} else {\n    throw new IllegalArgumentException(""URL not allowed"");\n}"
Java,Server-Side Request Forgery (SSRF),"String url = request.getParameter(""url"");\nInputStream in = new URL(url).openStream();","String url = request.getParameter(""url"");\nif(url != null && url.matches(""^https://trustedsite\\.com/.*$"")) {\n    InputStream in = new URL(url).openStream();\n} else {\n    throw new IllegalArgumentException(""Invalid URL"");\n}"
Java,Server-Side Request Forgery (SSRF),"String apiUrl = request.getParameter(""apiUrl"");\nHttpPost post = new HttpPost(apiUrl);\nHttpResponse response = HttpClientBuilder.create().build().execute(post);","String apiUrl = request.getParameter(""apiUrl"");\nif(apiUrl != null && apiUrl.startsWith(""https://api.trusted.com/"")) {\n    HttpPost post = new HttpPost(apiUrl);\n    HttpResponse response = HttpClientBuilder.create().build().execute(post);\n} else {\n    throw new IllegalArgumentException(""API URL not allowed"");\n}"
Java,Server-Side Request Forgery (SSRF),"String endpoint = request.getParameter(""endpoint"");\nURL url = new URL(""http://"" + endpoint);\nInputStream res = url.openStream();","String endpoint = request.getParameter(""endpoint"");\nif(endpoint != null && endpoint.matches(""^(www\\.)?trusted\\.example\\.com.*$"")) {\n    URL url = new URL(""http://"" + endpoint);\n    InputStream res = url.openStream();\n} else {\n    throw new IllegalArgumentException(""Invalid endpoint"");\n}"
Java,Server-Side Request Forgery (SSRF),"String service = request.getParameter(""service"");\nURL url = new URL(""https://example.com/"" + service);\nInputStream in = url.openStream();","String service = request.getParameter(""service"");\nif(service != null && service.matches(""^[a-zA-Z0-9_-]+$"")) {\n    URL url = new URL(""https://api.example.com/"" + service);\n    InputStream in = url.openStream();\n} else {\n    throw new IllegalArgumentException(""Invalid service endpoint"");\n}"
Java,Server-Side Request Forgery (SSRF),"String param = request.getParameter(""param"");\nURL url = new URL(""https://example.com/data?query="" + param);\nInputStream in = url.openStream();","String param = request.getParameter(""param"");\nif(param != null && param.matches(""^[a-zA-Z0-9]+$"")) {\n    URL url = new URL(""https://api.trusted.com/data?query="" + param);\n    InputStream in = url.openStream();\n} else {\n    throw new IllegalArgumentException(""Invalid query parameter"");\n}"
Java,Server-Side Request Forgery (SSRF),"String host = request.getParameter(""host"");\nInetAddress addr = InetAddress.getByName(host);","String host = request.getParameter(""host"");\nif(host != null && host.endsWith(""trusted.com"")) {\n    InetAddress addr = InetAddress.getByName(host);\n} else {\n    throw new IllegalArgumentException(""Host not allowed"");\n}"
Java,Server-Side Request Forgery (SSRF),"String url = request.getParameter(""url"");\nFileUtils.copyURLToFile(new URL(url), new File(""/downloads/file""));","String url = request.getParameter(""url"");\nif(url != null && url.startsWith(""https://content.trusted.com/"")) {\n    FileUtils.copyURLToFile(new URL(url), new File(""/downloads/file""));\n} else {\n    throw new IllegalArgumentException(""Download URL not allowed"");\n}"
C#,Server-Side Request Forgery (SSRF),"string url = Request.QueryString[""url""];\nWebRequest request = WebRequest.Create(url);\nWebResponse response = request.GetResponse();","string url = Request.QueryString[""url""];\nif(!string.IsNullOrEmpty(url) && url.StartsWith(""https://api.trusted.com/"")) {\n    WebRequest request = WebRequest.Create(url);\n    WebResponse response = request.GetResponse();\n} else { throw new ArgumentException(""URL not allowed""); }"
C#,Server-Side Request Forgery (SSRF),"string ip = Request.QueryString[""ip""];\nHttpWebRequest req = (HttpWebRequest)WebRequest.Create(""http://ping "" + ip);\nHttpWebResponse resp = (HttpWebResponse)req.GetResponse();","string ip = Request.QueryString[""ip""];\nif(!string.IsNullOrEmpty(ip) && Regex.IsMatch(ip, ""^(?:[0-9]{1,3}\\.){3}[0-9]{1,3}$"")) {\n    HttpWebRequest req = (HttpWebRequest)WebRequest.Create(""http://ping -c 4 "" + ip);\n    HttpWebResponse resp = (HttpWebResponse)req.GetResponse();\n} else { throw new ArgumentException(""Invalid IP address""); }"
C#,Server-Side Request Forgery (SSRF),"string option = Request.QueryString[""option""];\nProcess.Start(""cmd.exe"", ""/c ipconfig "" + option);","string option = Request.QueryString[""option""];
if(string.IsNullOrEmpty(option) || option.Trim() == ""/all"") {
    Process.Start(new ProcessStartInfo {
        FileName = ""cmd.exe"",
        Arguments = ""/c ipconfig /all"",
        UseShellExecute = false
    });
} else { throw new ArgumentException(""Invalid option""); }"
C#,Server-Side Request Forgery (SSRF),"string source = Request.QueryString[""src""];
string dest = Request.QueryString[""dest""];
Process.Start(""cmd.exe"", ""/c copy "" + source + "" "" + dest);","string source = Request.QueryString[""src""];
string dest = Request.QueryString[""dest""];
if(!string.IsNullOrEmpty(source) && !string.IsNullOrEmpty(dest) && Regex.IsMatch(source, ""^[a-zA-Z0-9_.\\-]+$"") && Regex.IsMatch(dest, ""^[a-zA-Z0-9_.\\-]+$"")) {
    Process.Start(new ProcessStartInfo {
        FileName = ""cmd.exe"",
        Arguments = ""/c copy "" + source + "" "" + dest,
        UseShellExecute = false
    });
} else { throw new ArgumentException(""Invalid file names""); }"
C#,Server-Side Request Forgery (SSRF),"string file = Request.QueryString[""file""];
Process.Start(""cmd.exe"", ""/c del "" + file);","string file = Request.QueryString[""file""];
if(!string.IsNullOrEmpty(file) && Regex.IsMatch(file, ""^[a-zA-Z0-9_.\\-]+$"")) {
    Process.Start(new ProcessStartInfo {
        FileName = ""cmd.exe"",
        Arguments = ""/c del "" + file,
        UseShellExecute = false
    });
} else { throw new ArgumentException(""Invalid file name""); }"
